title,region,region_name,region_parent_name,price,is_boost,property_size,bedrooms,bathrooms,furnishing
4bdrm Duplex in Guzape Main for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),350000000.0,diamond,100.0,4.0,5.0,Unfurnished
Furnished 7bdrm Mansion in Jabi for sale,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),2500000000.0,vip_gold,1500.0,7.0,9.0,Furnished
"1bdrm Bungalow in Treasure Line, Ijede / Ikorodu for sale","Ikorodu, Ijede / Ikorodu",Ijede / Ikorodu,Ikorodu,25000000.0,basic,500.0,1.0,2.0,Unfurnished
"12bdrm Mansion in Alogba Estate And, Ibeshe / Ikorodu for sale","Ikorodu, Ibeshe / Ikorodu",Ibeshe / Ikorodu,Ikorodu,180000000.0,basic,900.0,12.0,15.0,Unfurnished
Furnished 4bdrm Mansion in Guzape for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),3000000000.0,diamond,1863.0,4.0,6.0,Furnished
3bdrm Apartment in Jahi for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),180000000.0,premium,300.0,3.0,4.0,Semi-Furnished
"16bdrm Duplex in Adron City Of David, Shimawa for sale","Sagamu, Shimawa",Shimawa,Sagamu,220000000.0,enterprise,1296.0,16.0,20.0,Unfurnished
"Furnished 4bdrm Duplex in Radio Estates, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,270000000.0,False,999.0,4.0,4.0,Furnished
5bdrm Duplex in Ibeju for sale,"Lagos State, Ibeju",Ibeju,Lagos State,120000000.0,premium,500.0,5.0,5.0,Semi-Furnished
"2bdrm Duplex in Tinumola Estate, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),270000000.0,False,1096.0,2.0,3.0,Unfurnished
12bdrm Block of Flats in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,65000000.0,premium,500.0,12.0,12.0,Semi-Furnished
"2bdrm Apartment in River Park Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),100000000.0,vip_gold,1200.0,2.0,3.0,Semi-Furnished
4bdrm Duplex in Wuse Zone 6 for sale,"Wuse, Zone 6 / Wuse",Zone 6 / Wuse,Wuse,480000000.0,False,500.0,4.0,4.0,Semi-Furnished
Furnished 5bdrm Mansion in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,1500000000.0,vip_gold,1000.0,5.0,6.0,Furnished
"2bdrm Block of Flats in Federal Housing, Zuba for sale","Abuja (FCT), Zuba",Zuba,Abuja (FCT),19000000.0,basic,40.0,2.0,3.0,Unfurnished
8bdrm House in Eleko for sale,"Ibeju, Eleko",Eleko,Ibeju,1300000.0,premium,550.0,8.0,8.0,Semi-Furnished
"Furnished 3bdrm Bungalow in Achievers Estate, Ido for sale","Oyo State, Ido",Ido,Oyo State,60000000.0,False,500.0,3.0,3.0,Furnished
"3bdrm Bungalow in Peak Park Estate, Awoyaya for sale","Ibeju, Awoyaya",Awoyaya,Ibeju,55000000.0,False,300.0,3.0,3.0,Semi-Furnished
1bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,150000000.0,vip_gold,234.0,1.0,1.0,Unfurnished
3bdrm Apartment in Jahi for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),140000000.0,premium,300.0,3.0,3.0,Semi-Furnished
Furnished 5bdrm Mansion in Guzape District for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),900000000.0,vip_gold,1200.0,5.0,6.0,Furnished
"5bdrm House in Isheri North Gra ,, Kosofe for sale","Lagos State, Kosofe",Kosofe,Lagos State,260000000.0,False,380.0,5.0,6.0,Unfurnished
"4bdrm Bungalow in Harmony-Gold, Ido for sale","Oyo State, Ido",Ido,Oyo State,35000000.0,False,500.0,4.0,4.0,Semi-Furnished
5bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,180000000.0,False,464.0,5.0,7.0,Semi-Furnished
12bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,250000000.0,False,1000.0,12.0,4.0,Unfurnished
4bdrm House in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,130000000.0,diamond,350.0,4.0,4.0,Unfurnished
Furnished 4bdrm Bungalow in Ilorin South for sale,"Kwara State, Ilorin South",Ilorin South,Kwara State,15000000.0,False,613.0,4.0,4.0,Furnished
3bdrm Bungalow in Command Ipaja for sale,"Lagos State, Ipaja",Ipaja,Lagos State,90000000.0,enterprise,380.0,3.0,3.0,Unfurnished
3bdrm Block of Flats in Benin City for sale,"Edo State, Benin City",Benin City,Edo State,50000000.0,False,464.0,3.0,2.0,Semi-Furnished
"3bdrm Bungalow in Adeyemo Street, Ido for sale","Oyo State, Ido",Ido,Oyo State,17000000.0,False,550.0,3.0,3.0,Unfurnished
3bdrm Bungalow in Lokogoma for sale,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),115000000.0,False,600.0,3.0,3.0,Semi-Furnished
2bdrm Apartment in Benin City for sale,"Edo State, Benin City",Benin City,Edo State,35000000.0,False,900.0,2.0,2.0,Unfurnished
3bdrm Apartment in Mabushi for sale,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),168000000.0,enterprise,200.0,3.0,4.0,Unfurnished
"Furnished 3bdrm Duplex in River Park Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),370000000.0,enterprise,450.0,3.0,4.0,Furnished
4bdrm Duplex in Life Camp Main for sale,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,1600000000.0,enterprise,450.0,4.0,5.0,Unfurnished
"3bdrm Apartment in River Park Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),450000000.0,enterprise,1200.0,3.0,4.0,Unfurnished
5bdrm Duplex in Along Voice Of for sale,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),250000000.0,enterprise,500.0,5.0,6.0,Unfurnished
1bdrm Apartment in Lokogoma Express for sale,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),85000000.0,enterprise,800.0,1.0,2.0,Unfurnished
4bdrm Duplex in Sabon Lugbe for sale,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),160000000.0,enterprise,400.0,4.0,5.0,Unfurnished
"4bdrm Bungalow in Nana Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),350000000.0,enterprise,400.0,4.0,5.0,Unfurnished
"3bdrm Bungalow in Forte Royal Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),160000000.0,enterprise,500.0,3.0,4.0,Unfurnished
"5bdrm Duplex in River Park Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),600000000.0,enterprise,850.0,5.0,6.0,Unfurnished
5bdrm Duplex in Apo Resettlement for sale,"Apo District, Apo Resettlement",Apo Resettlement,Apo District,500000000.0,enterprise,1000.0,5.0,6.0,Semi-Furnished
"Furnished 7bdrm Duplex in Mab Global Estate, for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),500000000.0,enterprise,750.0,7.0,5.0,Furnished
6bdrm Mansion in Guzape for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),3000000000.0,enterprise,2000.0,6.0,5.0,Semi-Furnished
"Furnished 5bdrm Duplex in Efab Metropolis, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),350000000.0,enterprise,750.0,5.0,5.0,Furnished
5bdrm Duplex in Jahi By Gilmore for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),420000000.0,enterprise,1800.0,5.0,6.0,Semi-Furnished
5bdrm Duplex in Gwarinpa Main Abuja for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),650000000.0,enterprise,1500.0,5.0,6.0,Semi-Furnished
7bdrm Duplex in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,3000000000.0,enterprise,3000.0,7.0,5.0,Semi-Furnished
"4bdrm Duplex in Gwarimpa Abuja, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),220000000.0,enterprise,2000.0,4.0,5.0,Semi-Furnished
Furnished 3bdrm Bungalow in Citec Mbora for sale,"Abuja (FCT), Mbora",Mbora,Abuja (FCT),240000000.0,enterprise,700.0,3.0,4.0,Furnished
"8bdrm Mansion in River Park Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),455000000.0,enterprise,1308.0,8.0,9.0,Unfurnished
4bdrm Duplex in Thomas Estate for sale,"Ajah, Thomas Estate",Thomas Estate,Ajah,165000000.0,diamond,300.0,4.0,4.0,Unfurnished
4bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,90000000.0,diamond,250.0,4.0,4.0,Unfurnished
5bdrm Duplex in Ado / Ajah for sale,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,280000000.0,diamond,300.0,5.0,5.0,Unfurnished
4bdrm Duplex in Ikota Villa for sale,"Lekki, Ikota",Ikota,Lekki,200000000.0,diamond,300.0,4.0,4.0,Unfurnished
4bdrm Duplex in Ikota Villa for sale,"Lekki, Ikota",Ikota,Lekki,140000000.0,diamond,300.0,4.0,4.0,Unfurnished
4bdrm Duplex in Igbo-efon for sale,"Lekki, Igbo-efon",Igbo-efon,Lekki,350000000.0,diamond,150.0,4.0,4.0,Unfurnished
4bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,140000000.0,diamond,200.0,4.0,4.0,Unfurnished
4bdrm Duplex in Olokonla for sale,"Ajah, Olokonla",Olokonla,Ajah,135000000.0,diamond,150.0,4.0,4.0,Unfurnished
4bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,130000000.0,diamond,250.0,4.0,4.0,Unfurnished
Furnished 5bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,650000000.0,diamond,350.0,5.0,5.0,Furnished
4bdrm Duplex in Igbo-efon for sale,"Lekki, Igbo-efon",Igbo-efon,Lekki,200000000.0,diamond,150.0,4.0,4.0,Unfurnished
5bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,460000000.0,diamond,250.0,5.0,5.0,Unfurnished
"3bdrm Duplex in Sunshine Estate, Sangotedo for sale","Ajah, Sangotedo",Sangotedo,Ajah,85000000.0,diamond,150.0,3.0,3.0,Unfurnished
5bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,280000000.0,diamond,250.0,5.0,5.0,Unfurnished
5bdrm Duplex in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,670000000.0,diamond,400.0,5.0,5.0,Unfurnished
Furnished 3bdrm Apartment in Osborne Foreshore Estate for sale,"Ikoyi, Osborne Foreshore Estate",Osborne Foreshore Estate,Ikoyi,400000000.0,diamond,150.0,3.0,3.0,Furnished
5bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,400000000.0,diamond,250.0,5.0,5.0,Unfurnished
3bdrm Apartment in Banana Island for sale,"Ikoyi, Banana Island",Banana Island,Ikoyi,850000000.0,diamond,150.0,3.0,3.0,Unfurnished
5bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,200000000.0,diamond,300.0,5.0,5.0,Unfurnished
2bdrm Block of Flats in Ilasan for sale,"Lekki, Ilasan",Ilasan,Lekki,220000000.0,diamond,150.0,2.0,2.0,Unfurnished
5bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,160000000.0,diamond,150.0,5.0,5.0,Unfurnished
3bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,250000000.0,diamond,150.0,3.0,3.0,Unfurnished
3bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,95000000.0,diamond,150.0,3.0,3.0,Unfurnished
"Furnished 5bdrm Duplex in Citiscape Estate, Guzape District for sale","Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),950000000.0,enterprise,800.0,5.0,5.0,Furnished
7bdrm Duplex in Efab Metropolis for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),500000000.0,enterprise,1050.0,7.0,5.0,Semi-Furnished
Furnished 4bdrm Duplex in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,850000000.0,enterprise,2000.0,4.0,5.0,Furnished
6bdrm Duplex in Asokoro Diplomatic for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),1170000000.0,enterprise,800.0,6.0,7.0,Semi-Furnished
Furnished 9bdrm Duplex in Asokoro Abuja for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),2000000000.0,enterprise,,9.0,5.0,Furnished
"3bdrm Duplex in Harmony Estate By, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,70000000.0,enterprise,465.0,3.0,3.0,Semi-Furnished
4bdrm Duplex in Gra Port Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,270000000.0,enterprise,362.0,4.0,4.0,Semi-Furnished
"4bdrm Duplex in Mercyland Extension, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,120000000.0,enterprise,465.0,4.0,4.0,Semi-Furnished
"4bdrm Bungalow in Emitary Egbelu Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,65000000.0,enterprise,465.0,4.0,4.0,Semi-Furnished
"2bdrm Duplex in Iwofe Rd Off Ada, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,160000000.0,enterprise,560.0,2.0,2.0,Semi-Furnished
"Furnished 4bdrm Duplex in Sunrise Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,180000000.0,enterprise,650.0,4.0,4.0,Furnished
"3bdrm Block of Flats in Agip Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,160000000.0,enterprise,498.0,3.0,3.0,Semi-Furnished
"Furnished 4bdrm Duplex in Gra, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,400000000.0,enterprise,750.0,4.0,4.0,Furnished
"Furnished 5bdrm Duplex in Eliozu Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,460.0,5.0,5.0,Furnished
"2bdrm Block of Flats in St. John Iwofe Rd, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,25000000.0,enterprise,450.0,2.0,2.0,Semi-Furnished
"5bdrm Duplex in Woji, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,270000000.0,enterprise,469.0,5.0,5.0,Semi-Furnished
"4bdrm Duplex in In An Estate, Around, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),155000000.0,enterprise,500.0,4.0,5.0,Unfurnished
8bdrm Mansion in Asokoro Main for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),4700000000.0,enterprise,1500.0,8.0,9.0,Semi-Furnished
4bdrm Duplex in Asokoro Abuja for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),450000000.0,enterprise,2000.0,4.0,5.0,Semi-Furnished
5bdrm Duplex in Guzape/Asokoro Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),1500000000.0,enterprise,800.0,5.0,6.0,Semi-Furnished
5bdrm Duplex in Apo Resettlement for sale,"Apo District, Apo Resettlement",Apo Resettlement,Apo District,500000000.0,enterprise,700.0,5.0,7.0,Semi-Furnished
6bdrm Mansion in Maitama Main By for sale,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),3500000000.0,enterprise,1500.0,6.0,7.0,Semi-Furnished
4bdrm Duplex in Reef Court Estate for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,400000000.0,enterprise,530.0,4.0,5.0,Semi-Furnished
"3bdrm Bungalow in Nta Rd Off Mgbuoba, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,100000000.0,enterprise,325.0,3.0,3.0,Semi-Furnished
"2bdrm Block of Flats in Wohuruchi Estste Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,450000000.0,enterprise,1395.0,2.0,2.0,Semi-Furnished
"4bdrm Duplex in Stadium Rd Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,180000000.0,enterprise,520.0,4.0,4.0,Semi-Furnished
"3bdrm Block of Flats in Malaysia Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,50000000.0,enterprise,460.0,3.0,4.0,Semi-Furnished
"Furnished 1bdrm Block of Flats in Akar Rd Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,980.0,1.0,2.0,Furnished
"Furnished 6bdrm Duplex in Adamac Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,125000000.0,enterprise,1980.0,6.0,6.0,Furnished
Furnished 7bdrm Duplex in Port-Harcourt for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,120000000.0,enterprise,820.0,7.0,5.0,Furnished
4bdrm Duplex in Rumuibekwe Estate for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,460.0,4.0,5.0,Semi-Furnished
"5bdrm Duplex in River Park Estate, for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),350000000.0,enterprise,450.0,5.0,6.0,Unfurnished
5bdrm Duplex in Apo Abuja for sale,"Abuja (FCT), Apo District",Apo District,Abuja (FCT),500000000.0,enterprise,800.0,5.0,5.0,Semi-Furnished
"Furnished 5bdrm Duplex in New Road Off Ada, Obio-Akpor for sale","Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,320000000.0,enterprise,465.0,5.0,5.0,Furnished
"Furnished 3bdrm Duplex in Favour Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,110000000.0,enterprise,320.0,3.0,3.0,Furnished
"4bdrm Bungalow in Ada George, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,200000000.0,enterprise,980.0,4.0,5.0,Semi-Furnished
"Furnished 2bdrm Block of Flats in Odani Estate Off, Port-Harcourt","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,956.0,2.0,3.0,Furnished
"Furnished 4bdrm Bungalow in Rukpokwu, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,60000000.0,enterprise,460.0,4.0,4.0,Furnished
"2bdrm Block of Flats in Abuloma Rd, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,460.0,2.0,3.0,Semi-Furnished
"5bdrm Duplex in Nta Rd P/H, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,135000000.0,enterprise,465.0,5.0,5.0,Semi-Furnished
"2bdrm Block of Flats in Sweetvila Hotel Rd, Port-Harcourt for Sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,90000000.0,enterprise,980.0,2.0,3.0,Semi-Furnished
"Furnished 4bdrm Bungalow in Shedrack Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,95000000.0,enterprise,450.0,4.0,5.0,Furnished
"6bdrm Duplex in New Gra, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,170000000.0,enterprise,460.0,6.0,5.0,Semi-Furnished
"Furnished 4bdrm Duplex in Rumughaolu Off Sars, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,120000000.0,enterprise,470.0,4.0,4.0,Furnished
"5bdrm Duplex in Ochacho, Idu for sale","Jiwa, Idu",Idu,Jiwa,600000000.0,enterprise,600.0,5.0,6.0,Unfurnished
"4bdrm Duplex in River Park Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),250000000.0,enterprise,450.0,4.0,5.0,Unfurnished
"Furnished 5bdrm Duplex in River Park Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),230000000.0,enterprise,500.0,5.0,6.0,Furnished
4bdrm Duplex in Apo for sale,"Abuja (FCT), Apo District",Apo District,Abuja (FCT),400000000.0,enterprise,500.0,4.0,5.0,Unfurnished
5bdrm Duplex in Gaduwa for sale,"Abuja (FCT), Gaduwa",Gaduwa,Abuja (FCT),380000000.0,enterprise,500.0,5.0,6.0,Unfurnished
5bdrm Duplex in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,550000000.0,enterprise,400.0,5.0,5.0,Semi-Furnished
"4bdrm Duplex in New Rd Off Ada, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,125000000.0,enterprise,465.0,4.0,4.0,Semi-Furnished
"6bdrm Duplex in Minita Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,250000000.0,enterprise,798.0,6.0,6.0,Semi-Furnished
"5bdrm Duplex in Iwofe Off Ada George, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,130000000.0,enterprise,689.0,5.0,5.0,Semi-Furnished
"Furnished 4bdrm Bungalow in Rumughaolu, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,90000000.0,enterprise,490.0,4.0,4.0,Furnished
"4bdrm Bungalow in Akar Rd Off Iwofe, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,85000000.0,enterprise,560.0,4.0,5.0,Semi-Furnished
"4bdrm Bungalow in Nta Rd, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,560.0,4.0,5.0,Semi-Furnished
3bdrm Apartment in Jahi for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),170000000.0,enterprise,180.0,3.0,4.0,Unfurnished
"6bdrm Duplex in Diamond City, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),150000000.0,enterprise,450.0,6.0,7.0,Unfurnished
6bdrm Duplex in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),800000000.0,enterprise,700.0,6.0,7.0,Semi-Furnished
Furnished 4bdrm Duplex in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),400000000.0,enterprise,,4.0,5.0,Furnished
5bdrm Duplex in Asokoro Main for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),3500000000.0,enterprise,1300.0,5.0,5.0,Semi-Furnished
"5bdrm Duplex in Asokoro Main, Guzape District for sale","Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),1200000000.0,enterprise,1000.0,5.0,5.0,Semi-Furnished
Furnished 5bdrm Duplex in Guzape District for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),570000000.0,enterprise,,5.0,5.0,Furnished
6bdrm Duplex in Guzape Main Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),1200000000.0,enterprise,1200.0,6.0,7.0,Semi-Furnished
6bdrm Duplex in Guzape Main Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),550000000.0,enterprise,3000.0,6.0,7.0,Semi-Furnished
"Furnished 4bdrm Duplex in Shell Co Operative, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,220000000.0,enterprise,500.0,4.0,4.0,Furnished
"Furnished 4bdrm Duplex in Harmony Estates Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,470000000.0,enterprise,689.0,4.0,4.0,Furnished
"Furnished 3bdrm Duplex in Shell Co Operative, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,180000000.0,enterprise,450.0,3.0,3.0,Furnished
"Furnished 3bdrm Duplex in Shell Co Operative, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,170000000.0,enterprise,358.0,3.0,3.0,Furnished
"4bdrm Duplex in Gitto Estate East, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,200000000.0,enterprise,450.0,4.0,5.0,Semi-Furnished
"Furnished 4bdrm Bungalow in New Rd Off Ada, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,985.0,4.0,4.0,Furnished
"Furnished 5bdrm Duplex in Opposite Laritel Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,120000000.0,enterprise,560.0,5.0,5.0,Furnished
"Furnished 4bdrm Duplex in Majesty Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,150000000.0,enterprise,490.0,4.0,4.0,Furnished
"2bdrm Block of Flats in Ozuoba Ph, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,90000000.0,enterprise,468.0,2.0,2.0,Semi-Furnished
4bdrm Duplex in Gaduwa for sale,"Abuja (FCT), Gaduwa",Gaduwa,Abuja (FCT),590000000.0,enterprise,600.0,4.0,5.0,Unfurnished
